,sigma_Cl,sigma_H,sigma_N,sigma_O,epsilon_Cl,epsilon_H,epsilon_N,epsilon_O
4231,0.437403210882912,0.687029824544992,0.513315391628934,0.642875344786482,0.657151973015542,0.865277653713422,0.332787190721083,0.354719372483231
1856,0.640919379084316,0.751495433986473,0.539118905046328,0.630852815358798,0.354150763692384,0.723397752969188,0.415399228448853,0.248305742626964
3289,0.73386690174571,0.617061671092572,0.416209208792395,0.561525435257736,0.741700001555562,0.830761273270498,0.339358963615088,0.981293563523341
7028,0.357978459118318,0.997469189350123,0.904650371094401,0.450337455256066,0.862452499040763,0.646898499484818,0.0601063993757753,0.984423234174593
7642,0.727418489134419,0.716970027207853,0.426349616165421,0.548665712550966,0.528173540336481,0.712714516622864,0.580884375659333,0.62650810259042
9197,0.401261310863969,0.733606025140608,0.434559439211415,0.547354351062069,0.192728803479713,0.518814790800753,0.989691797384354,0.794833282880331
5272,0.569032990541625,0.798068250798001,0.375929640062405,0.7130023254183,0.898005706562087,0.287298681396386,0.900825819489385,0.183071585600385
15760,0.948924643610851,0.720818198626226,0.415816719809034,0.553174647929178,0.166332360114811,0.74753905059634,0.371232714051623,0.590781543390482
13468,0.571141518648158,0.845554921268378,0.14141245030646,0.632555092495735,0.534271432157248,0.810234759708654,0.046744822004795,0.974239234663616
1429,0.20240276537153,0.952886260049008,0.392095162670696,0.704027883489569,0.77348415212479,0.528383075191544,0.185049185044595,0.337587127430088
10319,0.645797905516526,0.670391116206818,0.302206456251104,0.573812818733837,0.736212888831687,0.384449404641828,0.934736371502752,0.989493270684154
221,0.0870617288573489,0.929563670387062,0.297650698151547,0.852944320145371,0.801746929135359,0.89358912191483,0.0612795934232615,0.0606856386408356
2527,0.135816439373673,0.751648401215524,0.484129804958114,0.717278256154408,0.572144718308118,0.883700248968406,0.898685508290716,0.125728023761807
3062,0.630203162414978,0.88187455482289,0.417956923218709,0.597769151964826,0.299725918451755,0.0905384762197641,0.298730792311468,0.861890773659888
2647,0.631429594605761,0.912096155651516,0.362075033862756,0.52987811639474,0.31246285195576,0.704311913063726,0.287242910679008,0.977426161186989
4060,0.313222441637398,0.956336893054108,0.419461543574158,0.626029078105999,0.853268612909635,0.0505005210156004,0.561032586337033,0.621975459968543
3655,0.379549579666655,0.995593209543929,0.234814828317434,0.634784579599361,0.60525385733,0.611559230694737,0.171819555923024,0.680711356544904
6692,0.61790187345493,0.842928017676909,0.542871939579906,0.552052799725073,0.799861429939558,0.514201458307707,0.857220600955674,0.230723788154901
2747,0.573332124162337,0.918722577923299,0.141119487153594,0.747220584731749,0.0886499683801883,0.739859526611886,0.346414921501381,0.197032533421755
3776,0.715622186997371,0.707892169159855,0.498430254104348,0.537438948761118,0.878871575296354,0.377413181770825,0.360645026473652,0.730590445642025
16593,0.175998055941044,0.977153546477797,0.322095726117189,0.588821687866675,0.381249358316809,0.959701352792167,0.569108147680179,0.642150523669321
13456,0.63397781855306,0.788667856556245,0.533364981931733,0.489562514789374,0.47401219533001,0.401811380008077,0.819286942019211,0.716588556102086
11030,0.459642513796648,0.698545447586551,0.476286219251109,0.585365534875424,0.35655042563587,0.98972349891684,0.676150220835254,0.565889206436042
312,0.722087487422973,0.612555921393381,0.54752345345625,0.613510551300875,0.819543616482786,0.899914476319885,0.0462583236764,0.745569387916968
5923,0.558148605365049,0.694280725861259,0.182892924357547,0.698429178363104,0.581794228151426,0.659063373450762,0.235968513898751,0.61020996812629
6897,0.421117389751323,0.753598222463923,0.570417824109697,0.536466012921602,0.352941822680639,0.601084004899763,0.494261308618704,0.585894722993053
15488,0.169557956534149,0.70903792878996,0.405102431009309,0.60225846636708,0.857437357449595,0.348781174281587,0.765860035010793,0.977773706093014
1294,0.731189005409394,0.75225662035208,0.507466574306015,0.563972378693762,0.652449719013825,0.27520761963414,0.143487231718199,0.926864517039538
12563,0.209827479552073,0.860020713757007,0.0640318522115973,0.678917088475178,0.445887417920543,0.813515404634575,0.76149479856731,0.801078500907554
3422,0.842459629357651,0.906288359762005,0.685977940420427,0.406634648733589,0.751183783361455,0.181155897543788,0.247498952618263,0.830973263099647
7075,0.517283826476845,0.768372396634649,0.59839191803646,0.631391341256119,0.736114397188507,0.980487793478321,0.679535511634334,0.00382671602611133
18552,0.0234419047743658,0.980305811514667,0.44370628920077,0.497452491560809,0.152590137144326,0.987614698311051,0.577193197758951,0.856328297122379
2813,0.55782043705273,0.758166779565466,0.550262290433241,0.614359041839599,0.96423471646561,0.751324295349946,0.34767214655418,0.158093753446497
1079,0.768010851854013,0.771368601258465,0.509740913798696,0.482779533697204,0.969578626195786,0.773258780268334,0.665051033219813,0.279372283650224
2932,0.438740386041775,0.727222382182477,0.276755379122313,0.759654425005797,0.714071542110385,0.498654698735372,0.00269420480029685,0.405299442120401
7895,0.554461568182215,0.774436341092723,0.906939048857238,0.418290299317563,0.033325498525839,0.709663532554495,0.0765939644975691,0.803799977422732
7580,0.367116593568814,0.934361737551918,0.140280079462172,0.650178641767044,0.999363843551502,0.894131115188118,0.0526369058844189,0.868303230522253
2442,0.437170011137319,0.914596369660741,0.504904432846957,0.483707833272927,0.832793789931738,0.0185140128287389,0.741813579471901,0.878236782564664
17707,0.448631420507457,0.909554379476946,0.315623413933632,0.663168866865435,0.3226747335833,0.984976026326678,0.0633231121163988,0.65352028322588
20762,0.486818012156783,0.977095617091997,0.341311854229666,0.601863772160329,0.466311475690893,0.0813197038103636,0.765126963526843,0.66330677910147
2392,0.213173275360559,0.91236079292396,0.194521303344346,0.744694898553096,0.608054562794505,0.859229859614871,0.313983225917008,0.323360763682767
22984,0.66209687512478,0.752680523254494,0.612502376376075,0.594900651669505,0.876542565035956,0.43909910279664,0.117460233080751,0.468335262807222
3199,0.0418586918462477,0.941043817300099,0.170927811374637,0.819819758250101,0.174947463545786,0.783971054195772,0.405322067189936,0.0880695466416694
2306,0.943432821253359,0.989479776769871,0.541032237644292,0.560547529254761,0.0509194042708904,0.119672873124049,0.227526408228121,0.477832935949439
24110,0.583186852154262,0.854054461420342,0.470871868927249,0.563578601827681,0.974570238393951,0.15663648956752,0.821303445526955,0.420094150551027
9058,0.461677883709279,0.930309328855486,0.722203012770951,0.513212901034932,0.980560195613222,0.564394195127373,0.550825708100641,0.0132911274022837
7736,0.0718987997453805,0.995062633324264,0.321044872405072,0.5758171700329,0.236884678366233,0.830986260257315,0.285526032453207,0.922263327104327
1512,0.444629509362979,0.855202036409985,0.816864535603846,0.42703870128509,0.271166552807793,0.99164232930813,0.708975627872562,0.113605547488606
9907,0.456327079872757,0.764834826471744,0.794757607021622,0.629582815441932,0.746698296933555,0.885430697064083,0.0974129533226373,0.167868067458042
2655,0.376307857778889,0.718308848358771,0.162667993599891,0.808595167365844,0.592943043148318,0.611408049043497,0.987696331413092,0.220262547019928
6131,0.668761655380669,0.763223498460263,0.724646037564923,0.494538853610758,0.689033970083372,0.836026540688681,0.229286729509311,0.397931422667905
3981,0.644168160827699,0.838231976535364,0.45761680484319,0.695579304580329,0.659371697525379,0.303206017480633,0.559611942773307,0.103309025424695
10016,0.49786800150422,0.744776645023846,0.483742832182078,0.84957689749348,0.760360610180923,0.897591510238683,0.192557985936541,0.026486159236028
4007,0.0237690984421118,0.927928629089304,0.468341230018366,0.47735326477719,0.874944247744174,0.845249703303257,0.798485458645876,0.980742720308251
15745,0.472850666547082,0.77231553751346,0.653877979415058,0.405637031176376,0.323464386312479,0.748562548639777,0.705967057521612,0.995472676107026
1246,0.118461810166805,0.743832065303599,0.520191986394398,0.782439076542045,0.882419033013447,0.652551641055547,0.529113700573545,0.0816280829765138
1693,0.37449004704134,0.999009728526326,0.239343741878728,0.708185844453311,0.0226987317070612,0.0667724714271784,0.105810937749696,0.654413507182498
18761,0.321619720681211,0.680034184192011,0.50719843916202,0.564217267500799,0.594969246068165,0.757613339075347,0.480457920889749,0.926941342130848
8509,0.506007953230437,0.667988400295793,0.256991234082448,0.726218579948285,0.321396487316851,0.839520482459017,0.775380630189476,0.284440555677221
12084,0.994784543003169,0.917520293668322,0.604892177219055,0.288899026255619,0.354958073325967,0.380863041240458,0.768199744756655,0.903560287613723
13103,0.892937360683854,0.666355900353994,0.478770106879121,0.420693407446138,0.842659288163228,0.90719993191541,0.881134671617144,0.935278509562819
13057,0.691006440703355,0.865714686745243,0.0852142970195843,0.655845630120148,0.0810052944565914,0.0877392946347624,0.178366482735964,0.937877577735817
25005,0.467488008212237,0.975850735293546,0.420741208137924,0.509320652991768,0.167029449374434,0.0910841372658467,0.905226587395294,0.829115507452767
2333,0.247708842715178,0.984306154395185,0.145542925753532,0.714701031013542,0.707450798345713,0.35658516971071,0.0372058141541447,0.65725757645713
20477,0.725828363837187,0.711965456543641,0.356657542447322,0.682844514489039,0.198502833316384,0.478298297500518,0.142087832257876,0.559784579202625
9338,0.430218276821742,0.73653197957426,0.1284048399671,0.813330788670779,0.925088227234855,0.400628564222148,0.802155889389146,0.126110239086237
32539,0.652410146306745,0.91864175588446,0.289972354161573,0.620788759344788,0.0617932386347422,0.421441349744966,0.0391166680057055,0.809566345404352
32976,0.506403760204371,0.666544337229033,0.142299782491088,0.661187162961581,0.832200126920157,0.619587177314602,0.795230058580835,0.884879792088327
8493,0.134239105133652,0.964295634484412,0.206015062370605,0.87111680892152,0.908112719227939,0.676684704909535,0.690809996787345,0.0178407746579579
421,0.321975061371188,0.964838327224208,0.312705041125882,0.671383703085764,0.331282754761437,0.218471401216109,0.43040735160289,0.454001406399185
18252,0.309035841166846,0.775825892808167,0.525401822887256,0.536387159095918,0.973455305242229,0.391502314830103,0.902170307298363,0.753679872135512
3871,0.512329238097886,0.977033391686848,0.278128016679111,0.532486643978285,0.229033663007931,0.861775067003988,0.393731169253052,0.706112286610176
20361,0.482116465532696,0.737030947061207,0.423511708053362,0.760796177531137,0.694872791476413,0.609762930136361,0.425178666031274,0.166725190598483
24116,0.689407711724685,0.876062437805923,0.553917751761155,0.644401280711008,0.553639435933316,0.0430770441127424,0.00832474079571597,0.747713096627253
10788,0.747106557594175,0.924435315954416,0.255991604445721,0.620396579457267,0.215107720081991,0.190968892285752,0.801653646271781,0.534626795942278
30037,0.48628013691391,0.881976584715376,0.0569529829407137,0.620836384674428,0.388355961334277,0.629208474857672,0.794886609997129,0.972068589679841
9213,0.399526953623205,0.675769187756116,0.434021979241497,0.552513920775555,0.742966960757786,0.984429221313656,0.920800192448793,0.821413435935538
932,0.220390883261709,0.88644058364998,0.118570721350533,0.862325131095076,0.821824576333158,0.203529397516837,0.948328623459442,0.147318242179071
4866,0.660934000105482,0.799607299499358,0.0637610551944922,0.72079419389692,0.478349760599907,0.040639944255491,0.999383041310069,0.64285568439707
3024,0.779009490381762,0.701431643585343,0.200990077224944,0.656552886028035,0.165767361248058,0.786670439522786,0.562035459972543,0.510806067926744
13047,0.505858733521116,0.93848458902252,0.0746284902064867,0.682456793568122,0.378772390230122,0.984367057334855,0.874135634570856,0.349175108865546
2463,0.153340126848347,0.948175151454377,0.212259103983644,0.659037209350131,0.174507370379914,0.611262147611161,0.316303210177991,0.593004098174102
1600,0.173460971977725,0.676916457343918,0.450283162009139,0.91599749054101,0.974246452639983,0.851300224554856,0.122503102645873,0.0296138344506307
24164,0.0928509710307861,0.865388011085176,0.444363889616898,0.581657337108184,0.956009626916264,0.964384203969749,0.084560598663826,0.973231075124413
10334,0.369312797880093,0.785138783981138,0.580828466445059,0.670872242943116,0.237564440123962,0.873862885051297,0.797010359644768,0.0419453611178146
2615,0.0485773497359023,0.931404461450106,0.100646893644753,0.946796342008288,0.0814207641803118,0.518162430069017,0.857750654562347,0.02772543919998
4713,0.532251701699629,0.694154365783519,0.496713738907016,0.653213753064926,0.692085614015616,0.586134528203145,0.0138359010487458,0.921796207699759
7373,0.773973751049995,0.93952297188526,0.412521293573799,0.537381934713575,0.643686448525022,0.0308584929980053,0.928733480735919,0.470318471400767
24369,0.694304579808645,0.630304343196933,0.150541556269874,0.667882017075984,0.581890097567145,0.879272780363797,0.806152830655096,0.721978258730831
16043,0.075301397022733,0.747751906402978,0.611890663258859,0.71547423340167,0.64754709096167,0.815634844226924,0.316697093031089,0.153015153950328
23524,0.744374651380269,0.996578727855445,0.966101731146743,0.312745376603385,0.627342628947778,0.209051949611813,0.108811296745573,0.883156528477492
22213,0.0938784062725388,0.746326903375097,0.523959687265381,0.641608767887615,0.416202692493516,0.618305224458,0.736850656151609,0.229774283641927
26677,0.318534182042424,0.943028055637362,0.289658508659685,0.691347142639369,0.956983335312119,0.928887919336978,0.548561731111228,0.307145334541421
8046,0.416061002360283,0.779328478023429,0.76810512575845,0.429083246767516,0.0314965819274366,0.731199360103798,0.36928635441166,0.545718204357336
16859,0.025880359015297,0.825741222744502,0.743357686697557,0.795251511625524,0.545561937624535,0.986500702684042,0.102432896340199,0.0902267573928525
4019,0.293397140600474,0.994440936897453,0.320351602100619,0.591881136107424,0.984484017355657,0.585144740349564,0.459137616254917,0.443286374044382
5023,0.00716260049790226,0.903872280694059,0.419085272203149,0.624267874328949,0.76829789973104,0.555898313413138,0.222821030060802,0.807451804583959
15590,0.178340047308149,0.906250080024212,0.121917081346044,0.811375056758116,0.951271084948213,0.433682173343442,0.340797444228612,0.189460391867416
20405,0.519201145435154,0.787774044519864,0.615357068123598,0.451613244686021,0.21014533559417,0.622831134498212,0.902926174994233,0.448234753720122
8020,0.189545030606085,0.74713822135369,0.685127276546468,0.450161990952056,0.124170077937917,0.880857587447348,0.744688563387665,0.577982880531466
23740,0.63229293407688,0.714972024752588,0.241830395343535,0.64507384967051,0.746525411033691,0.455201157947758,0.554840328858238,0.631025022651326
1868,0.353372188646568,0.9468494363065,0.379200924216708,0.848280638764693,0.0359231320576894,0.754530066965818,0.0645378939835286,0.058297846035258
4736,0.846534737492296,0.851684677647743,0.49752304782273,0.465255116820588,0.0548155062579599,0.171375020195432,0.963636926204656,0.94948733234823
1547,0.00458159393871874,0.982862821682268,0.467329025880174,0.630820153264517,0.0894305912138485,0.92923140648881,0.198431341611591,0.301648099197842
742,0.425242517337686,0.866684609611172,0.832579899255993,0.489832148741926,0.610780703074277,0.754780893512084,0.514672437739948,0.0140982102964049
21755,0.101826688702925,0.795167210604184,0.649419295720617,0.544058215718679,0.592605632307533,0.439725637106422,0.356563620728057,0.498936354311209
8232,0.7799024812796,0.829247333107999,0.786105446056585,0.50461044401676,0.478767056661782,0.225422644152262,0.025983669555307,0.798326899733996
4926,0.219757847689557,0.961080599439816,0.134582950310237,0.711832065737844,0.012698658328854,0.967845747052881,0.361817936341159,0.259857680091267
11454,0.333683204452527,0.642580990779678,0.112373071923481,0.80890408091139,0.816456715061814,0.965434990705856,0.539356739043612,0.246249678478661
12387,0.161711902932471,0.973144576422673,0.168815544965011,0.627116235732173,0.310605787449207,0.369110930616243,0.463816814092434,0.929226392119129
6714,0.152064248803772,0.899251006749127,0.0972383173783771,0.686931958118024,0.0535978089732224,0.410136785006717,0.722437199176071,0.673954209722119
2861,0.36018638194249,0.879229526358068,0.750692851904316,0.521111941141831,0.433356469393756,0.426240171530448,0.487943901057886,0.144824522219528
8431,0.449797415076488,0.868463824904637,0.665082489414162,0.471508374011545,0.504156829772326,0.214105231928757,0.475085469552677,0.725102099318098
17488,0.651348335114922,0.81309197033965,0.804951123044745,0.461718498248207,0.224372377469816,0.429950513202723,0.0955959943018164,0.523656106763829
19502,0.775065727269245,0.699492023046431,0.126363787006508,0.683636970539104,0.236428329197374,0.439380531353511,0.416535930157484,0.71983251740383
20680,0.862133807058549,0.790238216734907,0.463022823165928,0.456527559260685,0.786989072973316,0.39370861145505,0.951723266550943,0.576386361790401
24629,0.587592156990879,0.702685815798569,0.328060851520765,0.605127910652237,0.227837430611409,0.674108007974669,0.578652121582075,0.921157332492686
14318,0.391775593450555,0.965257212300249,0.0720986846654044,0.67189578397074,0.292258602889619,0.0849383908893134,0.666107423059165,0.795880083631746
15398,0.786297146739714,0.795104148722397,0.789192225056702,0.327639972445361,0.572906502030039,0.839566131378579,0.267882725209474,0.969741199388092
1954,0.217694869973517,0.953057862784794,0.253491031795781,0.82950208005857,0.0477194168148688,0.315358984318171,0.643680085409768,0.100346823273441
21256,0.218044000610335,0.679530311267461,0.215204131160255,0.684748305914803,0.617332981708782,0.69982108463909,0.964056220667578,0.78296856379578
5689,0.268077967279114,0.737462873681591,0.390611452581276,0.710750974144103,0.228622744681863,0.465479550950122,0.864210394313184,0.216165679725778
9587,0.0689242744078846,0.723657275553596,0.790456977807507,0.419171734738273,0.0402876339853517,0.797756577964487,0.522069720729251,0.802317939575618
15226,0.743186840429377,0.971079731160103,0.773799073473922,0.376257250131088,0.423632629525859,0.96514956881978,0.292948969921725,0.213643851933407
5650,0.372473281093025,0.714940725407569,0.151737208580123,0.763520793526333,0.911516350357134,0.676089132128102,0.44745434050235,0.380150696450016
26730,0.123059611187829,0.919758053646246,0.0942700867936444,0.76696151680158,0.462377050106983,0.452148095457832,0.511419151737992,0.287385109439579
4365,0.618412639703078,0.723094914070765,0.483628929732776,0.742487489194805,0.197598934442632,0.790982007970172,0.0124108697436211,0.282721423513903
18189,0.0803802656124961,0.736845872997424,0.624132732575317,0.459361326782185,0.188226532896858,0.525748334652856,0.659755569151573,0.858395833404764
7646,0.426629709366758,0.749764362468271,0.272009570407831,0.864578618238696,0.358841983491878,0.645080913495569,0.0213696442355076,0.150285356013336
2815,0.284554966342969,0.835690108363302,0.308413589481934,0.666388949972994,0.90755754049057,0.150861960040932,0.113604498047487,0.945158558434549
10021,0.857044277846077,0.674345160176195,0.280543928781479,0.554176778839717,0.520815918104071,0.506693846778428,0.455114677455395,0.997151350282773
11571,0.13032464413522,0.833457518644267,0.268986988021841,0.703153551740858,0.672423449802593,0.999266029128544,0.0984179232378895,0.761345090750013
21430,0.954038805122995,0.843766601318193,0.649380774333286,0.3765625588784,0.136030973438456,0.248554887438094,0.362187423053182,0.985615909174779
